"id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
8031382,"Minutes from EVERYTHING!",42247480,"Algenoy","Douglas",41.82453,-87.61734,"Entire home/apt",120,32,232,"2023-07-16",2.31,1,179,10,"R17000015674"
8051756,"Early Spring special! $99! Bean & Millenium Park!",8945919,"John","Near North Side",41.89596,-87.62714,"Entire home/apt",99,32,14,"2023-12-30",0.27,1,179,3,""
8053055,"Wrigley Garden Unit",42518018,"M J","Lake View",41.9447,-87.65032,"Entire home/apt",165,2,186,"2024-02-18",1.79,4,349,7,"R22000091596"
8098937,"A cozy convenient place to rest between adventures",42764965,"Terrence","Greater Grand Crossing",41.76997,-87.617233,"Private room",35,2,38,"2023-12-31",0.73,3,81,13,"R19000051588"
8098969,"A spacious sanctuary for two",42764965,"Terrence","Greater Grand Crossing",41.769978,-87.617157,"Private room",40,2,57,"2023-10-12",1.11,3,81,15,"R19000051588"
8151461,"Private, spacious studio close to Mt. Sinai",42133332,"Marcus","North Lawndale",41.86108,-87.70467,"Entire home/apt",80,3,190,"2024-01-01",1.83,1,124,16,"R19000047710"
8153968,"Cozy South Room At La Maison Lincoln Square",16500117,"Sara","Lincoln Square",41.96397,-87.68472,"Private room",60,2,228,"2024-02-19",2.24,2,66,31,"R23000095976"
8181598,"Renovated Victorian Beauty",24341986,"Ewa","West Town",41.90324,-87.69563,"Private room",74,1,186,"2023-10-22",1.79,2,159,24,"R21000072779"
8229081,"Superhost Wrigley/Lakeview Duplex 3BR/2.5BA",7748106,"Sharon","Lake View",41.94222,-87.65111,"Entire home/apt",400,3,134,"2023-09-25",1.29,1,115,10,"R22000076336"
8272970,"Private Room and Bath in Perfect Location",10350152,"Tony","Near North Side",41.90172,-87.64301,"Private room",105,1,128,"2023-11-19",1.34,1,324,15,"R23000099614"
8273329,"Second bed (twin) in a private room",41690970,"Hana","Rogers Park",42.00809,-87.67159,"Shared room",62,32,4,"2018-09-18",0.04,2,179,0,"R23000095691"
8273701,"Just Passing Through Gold Coast Studio #315",2153,"Linda","Near North Side",41.90247,-87.63466,"Entire home/apt",95,32,7,"2018-08-31",0.07,3,33,0,"R18000024411"
8339990,"Private Queen Bedroom/Bathroom Lakeview",25759643,"Tim","Lake View",41.95682,-87.66715,"Private room",115,2,124,"2024-03-17",1.21,3,85,18,"R18000034977"
8384692,"Luxury Condo with Incredible Views of Chicago",43954984,"Jennifer","Near North Side",41.89585,-87.6258,"Entire home/apt",179,32,16,"2023-10-13",0.17,1,319,3,"City registration pending"
8485642,"Boutique Flat in Lincoln Park with Free Parking!",129482255,"David","Lake View",41.93406,-87.64784,"Entire home/apt",70,2,132,"2024-02-25",1.3,3,111,6,"R22000077413"
8563504,"Private room and bathroom in Chicago",8475137,"Kristen","Belmont Cragin",41.92303,-87.7689,"Private room",88,2,10,"2021-10-31",0.1,1,364,0,"R23000106132"
8564722,"Wrigleyville Private Twin Bedroom w/ Private Bath",25759643,"Tim","Lake View",41.95679,-87.66731,"Private room",115,2,146,"2023-12-04",1.42,3,69,30,"R18000034977"
8617633,"Luxury River West Townhome with Garage",45333620,"Rob","West Town",41.89303,-87.64885,"Entire home/apt",307,2,194,"2024-02-24",2.8,1,312,26,"R21000073787"
8652541,"Palmer Oasis",62150,"Anne","Logan Square",41.92107,-87.70271,"Private room",76,32,54,"2022-04-11",0.57,2,364,0,"City registration pending"
8718913,"Former Artist Studio",45762546,"Steve","Logan Square",41.9175925,-87.6750904,"Entire home/apt",131,2,144,"2024-03-22",1.54,1,256,17,"R18000030251"
8735904,"Picturesque Room in West Town!!",22933751,"Shaun","West Town",41.89853,-87.66152,"Private room",84,1,81,"2023-11-12",0.79,1,321,16,"R17000015209"
8743145,"Great 1 Br Apartment In West Town",5325851,"Josh","West Town",41.894903,-87.666413,"Entire home/apt",47,32,275,"2024-01-23",2.67,4,341,3,"City registration pending"
8743754,"Sojourn on Southport @Wrigley - 3 Bedroom",45869692,"Tom","Lake View",41.944622,-87.661789,"Entire home/apt",249,32,43,"2021-11-21",0.42,1,180,0,"R17000017546"
8770382,"At the crossroads of comfort and care",45979461,"William","West Ridge",41.9961,-87.69081,"Private room",74,2,234,"2023-10-29",2.27,2,212,27,"R17000014021"
8780493,"LT 420Friendly The Hancock Tower Suite FREEParking",35342456,"Roberto","Portage Park",41.94034,-87.75603,"Entire home/apt",295,32,17,"2022-03-13",0.17,21,269,0,"2827372"
8802052,"Hot Tub Heaven (Very private room in shared home)",46121173,"Steven","West Town",41.89809,-87.68957,"Private room",164,1,339,"2024-02-17",3.3,1,358,9,"R22000082188"
8827052,"Comfortable Home Base, Close to Everything!",46235072,"Irv & Shelly","Near West Side",41.87728,-87.66383,"Entire home/apt",175,2,331,"2024-02-25",3.33,2,283,22,"R21000072401"
8918966,"Private Beautiful 1 Bedroom Condo",46642202,"Jesse","Norwood Park",41.98033,-87.7979,"Entire home/apt",99,32,99,"2022-10-17",0.99,1,82,0,"R22000079900"
8936446,"Sunny Spacious Artist Yoga Loft",8244522,"GuruNischan","Bridgeport",41.82368,-87.64159,"Private room",40,32,39,"2023-11-11",0.49,1,250,8,"R24000113885"
8953380,"Lakeview home close to Wrigley",37062867,"Cathern","Lake View",41.94119,-87.64719,"Private room",139,2,195,"2023-11-07",1.9,1,287,24,"R20000054131"
8988738,"Graffiti Garden Room Bed & Bath",337164,"Maricela","Garfield Ridge",41.80418,-87.7525,"Private room",48,32,82,"2022-07-05",0.81,2,0,0,"R17000015561"
9007351,"Bedroom with bathroom",47035703,"Edwin","Lower West Side",41.85383,-87.67472,"Private room",68,2,312,"2024-02-26",3.3,3,56,45,"R23000107333"
9049864,"Amazing Penthouse Skyline Views!",22247395,"Kevin","West Town",41.908825522439,-87.6753310519428,"Entire home/apt",370,2,322,"2024-02-25",3.17,1,301,26,"R22000094766"
9059696,"Small Studio Apt  Located in Pilsen",47260765,"Josue","Lower West Side",41.85814,-87.67103,"Entire home/apt",97,32,196,"2020-11-01",2.16,1,364,0,"City registration pending"
9078918,"Authentic Condo steps from Wrigley Field!",40319547,"Josh","Lake View",41.9487679,-87.658905,"Entire home/apt",143,32,400,"2023-12-10",3.98,8,196,28,"2683850"
9088488,"Flexible Apt. for 8 by Oak Park-CHI",47344742,"Lois","Austin",41.91181,-87.78665,"Entire home/apt",167,3,167,"2024-02-25",1.66,1,105,16,"R19000050519"
9115645,"Spacious Kitschy Logan Square Retreat",4809843,"Jessica & Nathan","Logan Square",41.91878,-87.70699,"Entire home/apt",117,2,132,"2022-10-16",1.4,1,47,0,"R24000113314"
9165281,"East Lakeview Designer Condo with 2 Bd, 2 Bath",33782243,"Jeff & Lisa","Lake View",41.93583,-87.64664,"Entire home/apt",292,4,126,"2024-02-24",1.32,1,231,17,"R21000072361"
9319078,"Dream Condo steps from Wrigley Field!",40319547,"Josh","Lake View",41.9488381832346,-87.6587131680338,"Entire home/apt",112,2,313,"2024-03-18",3.08,8,148,32,"R18000034055"
9403751,"Cozy Room in an Edgewater Flat",3592548,"Dustin","Edgewater",41.98948,-87.65836,"Private room",88,2,72,"2024-01-05",0.85,1,145,7,"R23000105462"
9452418,"Relax in a Bright and Spacious Apt in Logan Square",3856180,"Anne","Avondale",41.9370685510117,-87.7097668023037,"Entire home/apt",125,32,160,"2023-08-24",1.58,1,70,2,"City registration pending"
9487892,"Spacious 4 bedroom 2 full bath with parking",40550713,"Yonan","Kenwood",41.81545,-87.59936,"Entire home/apt",304,32,56,"2023-11-07",0.57,1,175,3,"R17000015673"
9588999,"City Chickens Studio",49632406,"Jeannette","Logan Square",41.9167290625354,-87.6884105801582,"Private room",89,2,76,"2024-03-17",5.21,1,124,64,"R22000095237"
9590401,"Charming Flat In Avondale",42437004,"Rebecca & Armando","Hermosa",41.93881,-87.74037,"Entire home/apt",60,32,102,"2019-03-31",1.06,2,38,0,"R17000017685"
9645880,"Bright, Cheery Logan Square Getaway",14585449,"Kelly","Logan Square",41.92264,-87.71328,"Entire home/apt",125,32,113,"2023-09-17",1.13,1,318,16,"R18000028239"
9660334,"Vintage Charm Near Lake",11520899,"Barbara","Rogers Park",42.00626,-87.66208,"Entire home/apt",179,2,117,"2024-01-25",1.17,1,175,26,"R21000073960"
9708726,"Sweet Lavender Dreams Lush Bed with Shared Bath",337164,"Maricela","Garfield Ridge",41.80418,-87.7525,"Private room",37,32,72,"2022-07-30",0.76,2,50,0,"R17000015561"
9825135,"Alewyfe Farm Urban Garden Oasis- free parking!",50604047,"Carla","North Lawndale",41.8587655533456,-87.6954630214571,"Entire home/apt",91,2,166,"2024-02-23",1.73,1,37,15,"R21000074758"
9995220,"Superb Private Rm, close to bus, stores & food [F3",18714715,"Aiste","Near West Side",41.88134,-87.68796,"Private room",50,32,39,"2023-09-23",0.39,9,258,2,"R17000014214"
10011290,"ELITE Location 1 BEDROOM Gym WiFi ROOFTOP SUN DECK",49626033,"Roma","Near North Side",41.89619,-87.63172,"Entire home/apt",110,32,1,"2023-04-01",0.08,20,365,1,"City registration pending"
10014344,"Warm&Spacious 2Br Apt by CTA Blue, Easy Parking!",19518653,"Can","Irving Park",41.9476203918457,-87.7062606811523,"Entire home/apt",104,2,164,"2024-03-18",1.69,2,117,35,"R23000096332"
10034077,"Convenient Bright Private Room nr Bus & Stores [B3",18714715,"Aiste","Near West Side",41.88097,-87.68732,"Private room",59,32,36,"2023-06-20",0.36,9,283,1,"R17000014214"
10070422,"5min walk to UnivOfChgo. Modern LUXE",11910936,"Karen","Woodlawn",41.78414,-87.60687,"Private room",80,28,66,"2020-08-24",0.72,11,265,0,"R21000074029"
10071396,"5min walk to UnivOfChgo. MODERN Luxe",11910936,"Karen","Woodlawn",41.78171,-87.60619,"Private room",49,10,77,"2024-02-01",0.84,11,337,2,"R21000074029"
10072035,"5min walk to UnivOfChicago. MODERN LUXE",11910936,"Karen","Woodlawn",41.78191,-87.60677,"Private room",37,14,93,"2023-12-23",1.01,11,359,3,"R21000074029"
10100747,"Vintage Airline  - Close to Train, Full Size Bed",22608682,"Ryan","East Garfield Park",41.88302,-87.7096,"Private room",33,1,366,"2024-03-12",3.65,13,316,51,"R24000113824"
10100835,"5min walk to UnivOfChicago. Modern LUXE",11910936,"Karen","Woodlawn",41.78229,-87.60564,"Private room",40,10,65,"2024-03-02",0.71,11,289,5,"R21000074029"
10101026,"5min walk to UofC.Willkommen欢迎. أهلاً و سهلاً",11910936,"Karen","Woodlawn",41.7822,-87.60769,"Private room",40,10,67,"2022-08-04",0.73,11,317,0,"R21000074029"
10131101,"Relax ! Neighborhood Garden Studio",51990742,"Michelle","Irving Park",41.9604,-87.72221,"Entire home/apt",69,2,270,"2024-03-09",2.77,1,204,14,"R17000015475"
10227627,"Just Like Home",52551302,"Christiana","Woodlawn",41.78227,-87.59816,"Entire home/apt",111,32,207,"2021-11-28",2.11,1,89,0,"City registration pending"
10254486,"Cozy Garden Unit In Edgewater",1032337,"Thomas","Edgewater",41.99659,-87.66363,"Entire home/apt",103,2,341,"2024-03-17",3.42,1,237,55,"R17000014900"
10392060,"Wicker Park-  @Home",2899484,"Jason","West Town",41.91135,-87.67794,"Entire home/apt",138,6,121,"2024-02-16",1.23,2,275,7,"R19000040999"
10452642,"Stunning Panoramic Chicago Views & Free Parking",25871759,"Amanda","Near South Side",41.84968,-87.62668,"Entire home/apt",350,2,148,"2024-02-24",1.49,1,0,56,"R18000030249"
10518084,"At the junction of comfort and care",45979461,"William","West Ridge",41.99592,-87.69348,"Private room",74,2,127,"2023-10-22",1.3,2,214,31,"R17000014021"
10547772,"Comfy 2 Br West Town Apartment, 32+ Nights",5325851,"Josh","West Town",41.894903,-87.666413,"Entire home/apt",59,1,293,"2024-02-18",3.01,4,315,29,"R23000096623"
10548699,"2 Bedroom Apartment In West Town",5325851,"Josh","West Town",41.894903,-87.666413,"Entire home/apt",81,32,226,"2023-03-06",2.35,4,346,0,"City registration pending"
10754882,"Eclectic and Colorful Retro Apartment near Logan Square",12683531,"Ben","Avondale",41.94108,-87.72245,"Entire home/apt",116,2,346,"2024-03-03",3.66,1,111,31,"R17000017773"
10765065,"Private Room w/ Bath near U of C",13893889,"Meghan And Mike","Hyde Park",41.80154,-87.60586,"Private room",46,2,29,"2018-12-15",0.3,2,81,0,"R17000014242"
10811900,"Clean, sunny and spacious!",3620012,"Rajee","West Town",41.89254,-87.66813,"Private room",70,1,98,"2023-10-18",1.01,1,354,6,"R17000014909"
10863022,"Private Bedroom w/ bath in Chicago Downtown/Loop",56274815,"Mosmi","Near West Side",41.88682,-87.64427,"Private room",114,2,114,"2023-11-14",1.56,1,248,12,"R23000096559"
10945786,"Park views in Pilsen (Rush/UIC)",37168823,"Adrienne","Lower West Side",41.85478,-87.67473,"Entire home/apt",135,32,125,"2023-10-18",1.28,1,306,15,"R21000075435"
10997225,"Private penthouse suite with skyline view",57063930,"Steve","Lincoln Park",41.92715,-87.65059,"Private room",130,2,335,"2023-11-26",3.45,1,310,37,"R22000090940"
11142450,"Sydni Suites near the UChicago Campus",57893727,"Bill & Kathy","Woodlawn",41.77825,-87.58721,"Entire home/apt",129,3,162,"2023-10-09",1.93,2,78,19,"R23000097649"
11145640,"Sydni Suites near the University of Chicago 2-bdrm",57893727,"Bill & Kathy","Woodlawn",41.77605,-87.58724,"Entire home/apt",119,32,132,"2023-09-25",1.38,2,78,14,"R21000073744"
11146518,"The Park Place Front Room",22215535,"Matt","Lower West Side",41.85563,-87.67217,"Private room",100,10,28,"2021-09-27",0.29,3,56,0,"R17000020507"
11146814,"Matt's Park Place",22215535,"Matt","Lower West Side",41.85563,-87.67217,"Entire home/apt",300,3,209,"2019-10-28",2.12,3,83,0,"R17000020507"
11205769,"3 BR unit next to Wrigley Field",1410585,"Aina","Lake View",41.94702,-87.65285,"Entire home/apt",350,2,72,"2023-10-10",0.75,1,332,12,"R19000049434"
11207835,"3BR/1.5BA Between Downtown and U. of Chicago",44254941,"Jean","Grand Boulevard",41.81716,-87.6071,"Entire home/apt",69,28,38,"2023-11-12",0.4,1,230,2,"R17000015700"
11240415,"Urban Farm Fun 2!",10917550,"Nicky","East Garfield Park",41.88714,-87.70876,"Entire home/apt",91,1,301,"2024-03-16",3.07,8,311,18,"R22000078847"
11316564,"Style + Comfort | Come to the North Side",57033860,"Noelle","Lincoln Square",41.97594,-87.68439,"Entire home/apt",360,4,34,"2023-10-30",0.49,2,170,15,"R18000022712"
11433385,"Gorgeous Condo Steps Away from the Red Line!",47567772,"Katie","Rogers Park",42.0008,-87.6602,"Entire home/apt",230,32,30,"2022-08-07",0.36,6,363,0,"City registration pending"
11433539,"2BR Suite Next to the Red Line",47567772,"Katie","Rogers Park",42.00163,-87.66197,"Entire home/apt",287,2,5,"2023-03-19",0.05,6,360,0,"2349101"
11436712,"2BR Condo next to Red Line, Restaurants, and More!",47567772,"Katie","Rogers Park",41.99973,-87.66175,"Private room",287,2,23,"2023-07-03",0.24,6,356,1,"2349101"
11436765,"Luxury 2BR Suite next to Loyola University",47567772,"Katie","Rogers Park",42.00098,-87.66049,"Private room",287,2,91,"2023-08-06",1.05,6,345,1,"2349101"
11459685,"Spacious 1BR apartment in a central location",17719434,"Alex","Irving Park",41.94706,-87.71326,"Entire home/apt",88,2,249,"2023-09-22",2.55,1,103,23,"R17000015444"
11476089,"Super clean in N. Kenwood, 3 miles to McCormick Pl",60384555,"Tamera","Kenwood",41.8136,-87.60135,"Entire home/apt",430,2,55,"2023-07-24",0.57,2,331,2,"R23000109183"
11492529,"Stylish family home in Avondale on Brands Park!",24077771,"Nate","Avondale",41.9413,-87.69984,"Entire home/apt",428,2,9,"2023-10-15",0.71,1,9,8,"R23000097819"
11527162,"Specious private bedroom",60782524,"Laimis","Lake View",41.9418,-87.64959,"Private room",165,1,62,"2023-10-08",0.65,1,338,8,"R17000017565"
11609854,"Master Bedroom, Private Bath near Stores & Bus [M2",18714715,"Aiste","Near West Side",41.88097,-87.68732,"Private room",55,32,32,"2024-02-09",0.34,9,356,1,"R17000014214"
11637237,"Eclectic Artist Designed Sanctuary Heart of Pilsen",1482951,"Daniel And Tes","Lower West Side",41.8592796325684,-87.6578903198242,"Entire home/apt",120,2,420,"2024-03-13",4.33,2,94,58,"R17000015422"
11697616,"Incredible Little Italy location!",62162690,"Ruben","Near West Side",41.86832,-87.66222,"Private room",57,2,350,"2024-03-06",3.61,1,56,42,"R17000014452"
11698006,"Explore Chicago: Private Room in Bridgeport Home",29593618,"Gloria","Armour Square",41.83594,-87.63511,"Private room",70,2,146,"2024-03-16",1.5,1,277,1,"R22000079895"
11860623,"Comfy room in northside Chicago B&B",32907860,"Ashley","Lake View",41.939883739964,-87.6535834086756,"Private room",41,1,62,"2024-03-13",0.65,11,326,11,"2207196"
11866232,"2Bed 2Bath Hyde Park Condo",13893889,"Meghan And Mike","Hyde Park",41.80001,-87.60529,"Entire home/apt",200,28,43,"2022-10-30",0.46,2,82,0,"R17000014242"
11902507,"Your Cozy 2nd Home!/Near Rosemount /O'Hare Airport",63490400,"Allende","Portage Park",41.953254699707,-87.7797317504883,"Entire home/apt",146,3,150,"2024-01-01",1.62,1,283,16,"R23000095382"
11904373,"Stunning 2 Floor Apt w with Rooftop Deck!!!",7160641,"Eric","West Town",41.89592,-87.66185,"Entire home/apt",166,2,295,"2024-01-02",3.05,1,221,13,"R23000102795"
11983838,"Roscoe Village - Charming 3 bed 2 bath HM1",683529,"Joe","North Center",41.94614,-87.68242,"Entire home/apt",187,1,45,"2023-12-29",0.64,23,357,14,"R17000014926"
12021281,"Quirky Designer Apartment - Steps from Wrigley!",64320133,"Wes","Lake View",41.9527491207227,-87.6644369831942,"Entire home/apt",79,2,185,"2024-02-18",1.94,1,316,39,"R21000073804"
12070222,"Modern Penthouse in Wicker Park",2873417,"Peter","West Town",41.9101753673389,-87.6940970451602,"Entire home/apt",179,2,25,"2024-03-17",3.23,1,33,25,"R23000105015"
12093618,"Glam Hidden Gem near Wrigley",8032665,"Scott And Mindy","North Center",41.94431,-87.67925,"Entire home/apt",86,1,196,"2024-03-03",2.33,2,256,32,"R23000098723"
12095628,"(Downtown in 15min) Portage Park",64846717,"Alexander","Portage Park",41.94989,-87.74325,"Entire home/apt",390,32,74,"2020-04-25",0.78,1,128,0,"R20000054750"
12153109,"A Family Rowhouse by UChicago",9499059,"Bennett","Hyde Park",41.796158,-87.597801,"Entire home/apt",388,10,27,"2023-08-05",0.29,3,48,3,"R17000014580"
12159371,"中唐【303】Chinatown (Private bedroom)",60390549,"Zhi","Armour Square",41.84928,-87.63321,"Private room",69,2,208,"2024-02-25",2.18,6,162,14,"R17000015797"
12243431,"Private Space in Victorian Treasure",35913194,"Wesley","Grand Boulevard",41.8191,-87.62209,"Private room",50,32,65,"2023-12-19",0.81,1,345,9,"R21000073954"
12268349,"Big Bright Private Room near to Bus and Stores [B2",18714715,"Aiste","Near West Side",41.88097,-87.68732,"Private room",54,14,37,"2023-10-01",0.39,9,364,2,"R17000014214"
12268908,"Nice private room near bus, stores and arena [F2",18714715,"Aiste","Near West Side",41.88097,-87.68732,"Private room",55,32,42,"2023-10-02",0.44,9,364,2,"R17000014214"
12323073,"2br/2ba, A+ location by Mag mile, views & spacious",5214172,"Matthew","Near North Side",41.89702,-87.62021,"Entire home/apt",223,1,255,"2023-12-27",2.69,2,94,54,"R21000069199"
12330769,"Family friendly home in Chicago w/ garage!",66546874,"Adrienne","Irving Park",41.95726,-87.7161,"Entire home/apt",299,2,82,"2023-10-10",0.86,1,123,6,"R21000073800"
12334385,"中唐【304】Chinatown (Private Bedroom)",60390549,"Zhi","Armour Square",41.84766,-87.63292,"Private room",69,2,221,"2024-03-17",2.31,6,175,9,"R17000015797"
12434982,"Sunny Room, 1 Street to Lake",8028727,"Jorge","Uptown",41.97343,-87.65546,"Private room",37,7,123,"2023-11-17",1.3,1,121,5,"R19000043358"
12451721,"Garden Apartment Gallery, GAG",5855398,"Marlene","East Garfield Park",41.88557,-87.71376,"Entire home/apt",130,3,95,"2023-10-09",1.02,1,28,13,"R22000080451"
12507128,"Edgewater escape, charming 2 BR, Rooftop Solar",148219704,"Richard","Edgewater",41.9907,-87.66695,"Entire home/apt",102,2,289,"2024-02-18",3.02,1,265,32,"R22000077383"
12536277,"Great Edgewater/Andersonville private suite",54202421,"Tripp & Todd","Edgewater",41.9854469299316,-87.6625442504883,"Private room",126,2,210,"2024-03-17",2.19,1,299,33,"R17000014863"
12543743,"Location! LUX  2b/2b Condo Amazing Views/Amenities",32960567,"Chris","Near North Side",41.89415,-87.62627,"Entire home/apt",220,28,13,"2023-07-01",0.21,2,142,2,"R20000056264"
12560787,"Lovely Logan Square Suite for Two",68089316,"Susan","Logan Square",41.91538,-87.69769,"Entire home/apt",110,4,51,"2023-10-16",0.54,1,358,6,"R17000015730"
12581064,"Paris in Chicago! Elegant vintage apartment.",23503681,"Francesca","Lincoln Square",41.96555,-87.68124,"Entire home/apt",224,1,83,"2023-12-26",1.14,1,63,20,"R17000014996"
12588033,"Welcome to Chicago's smallest neighborhood...",2439224,"Peter","Irving Park",41.95056,-87.72431,"Entire home/apt",300,7,16,"2023-10-07",0.17,1,173,2,"R17000014667"
12683444,"Private In-law Suite near O'Hare",68923281,"Horatio","Dunning",41.93892,-87.83035,"Entire home/apt",210,2,102,"2023-10-08",1.1,1,200,7,"R17000015014"
12684163,"2 bed 2 bath Smart Loft in Prime Location",10100685,"Upscale Accommodations","Near South Side",41.86467,-87.6243,"Entire home/apt",180,32,82,"2023-12-15",0.86,1,117,1,"City registration pending"
12714714,"Cozy Studio Apt. Home--5 Min. to U of C",69130426,"Charla","Hyde Park",41.79805,-87.60244,"Entire home/apt",81,32,237,"2024-02-27",2.54,2,288,24,"R22000093397"
12759999,"1 Bed Coach House\Full Kitchen&Bath",60405794,"Kyle","Lake View",41.94538,-87.66959,"Entire home/apt",164,2,80,"2023-10-09",0.84,1,160,9,"R17000013484"
12871814,"Old Town/Lincoln Park Vintage Charm",48048331,"John","Lincoln Park",41.91215,-87.64146,"Entire home/apt",120,30,211,"2024-01-02",2.23,1,111,2,"R17000013048"
12874125,"中唐【301】中文电话13128236113",60390549,"Zhi","Armour Square",41.84977,-87.63321,"Private room",69,32,227,"2023-08-19",2.39,6,179,2,"R17000015797"
12950970,"Private BR in Chicago - Dwntwn & Fulton Mkt close",10613587,"Saurin","West Town",41.89491,-87.66053,"Private room",75,1,215,"2023-11-26",2.25,5,144,35,"R21000073001"
12956671,"3 floor, 2000 sq ft home - central & clean!",27930759,"Kris","Lincoln Park",41.9310226343015,-87.6443380012602,"Entire home/apt",314,2,25,"2024-03-18",1.97,1,108,23,"R23000105436"
13014320,"Loft Style Private Apt (1 Room- 420 Friendly)",71816766,"Josh","Rogers Park",41.9993079180833,-87.6707732669718,"Private room",35,1,349,"2024-03-02",3.69,3,34,48,""
13080765,"LT ""Chicago Cubs Suite"" 420 Friendly FREE Parking",35342456,"Roberto","Belmont Cragin",41.93859,-87.75689,"Entire home/apt",364,32,14,"2021-08-09",0.15,21,364,0,"City registration pending"
13137589,"Unique 1 Bedroom Loft at Logan Square!",3920450,"Vas","Logan Square",41.93094,-87.72219,"Entire home/apt",78,32,68,"2024-01-31",0.72,4,235,2,""
13148936,"Webster Place by the zoo",72457998,"Jon","Lincoln Park",41.92114,-87.63986,"Entire home/apt",214,3,73,"2023-11-28",0.77,1,201,3,"R17000013226"
13149571,"Turquoise Wonder - Clean, Cozy & Stylish Apt",6325338,"Lesley","West Town",41.8955,-87.69046,"Entire home/apt",87,5,259,"2024-03-18",2.72,1,249,23,"R22000076562"
13150401,"Contemporary, pet friendly, convenient parking",73361372,"Igors","West Town",41.8991,-87.69846,"Entire home/apt",157,2,107,"2023-10-16",1.13,2,39,9,"R17000014958"
13207526,"The Wrigley Flats | Chicago Vacation Rental",70042764,"Tara","Lake View",41.94456,-87.65678,"Entire home/apt",129,32,106,"2023-12-17",1.13,1,364,32,"2079726"
13247627,"Private room twin K3 front",36549783,"Jeffrey","Irving Park",41.962921,-87.735283,"Private room",68,2,33,"2023-08-05",0.35,10,270,3,"R19000039377"
13295757,"Modern Fulton Market loft with spectacular view",49579612,"Daniel","Near West Side",41.88714,-87.64393,"Entire home/apt",205,10,42,"2023-10-16",0.44,1,35,3,"R20000058863"
13311675,"Southwest Designer Home DOS | Sleeps 12",4069585,"Liz","Logan Square",41.92420556659,-87.7012322902818,"Entire home/apt",683,2,126,"2023-11-21",1.33,6,267,15,"2469905"
13343525,"Near McCormick Place and Minutes from Downtown!",31719116,"Christopher","Near South Side",41.84691,-87.61953,"Entire home/apt",140,2,335,"2024-02-25",3.58,1,268,32,"R17000014176"
13373997,"Relax and Enjoy Chicago in an Updated and Private Apartment in Roscoe Village",75959513,"Mark","North Center",41.9462,-87.67828,"Entire home/apt",150,2,365,"2024-03-17",3.91,1,182,35,"R21000072639"
13390160,"River North's Rock N Roll",5640784,"Dean","Near North Side",41.89591,-87.63555,"Entire home/apt",348,2,258,"2024-03-18",2.73,2,272,27,"R21000075005"
13414718,"Spacious apartment in Logan Square",32970178,"Joanne","Logan Square",41.92168,-87.71191,"Entire home/apt",146,2,217,"2023-11-07",2.29,1,82,30,"R17000017817"
13453259,"Modern and super cozy studio in Humboldt Park",50072271,"Catalin","West Town",41.90475,-87.69237,"Entire home/apt",84,1,293,"2024-02-01",3.1,1,272,30,"R18000023813"
13478467,"Spacious & Stylish Home at the ♥ of Wicker Park",37615606,"Joe","West Town",41.90429,-87.68212,"Entire home/apt",242,2,239,"2024-03-18",2.62,1,356,29,"R22000082215"
13493868,"Spacious 5-BR home next to transit! Great area!",48082237,"Kate & Rick","Logan Square",41.93144,-87.70632,"Entire home/apt",341,3,232,"2024-01-04",2.45,1,222,30,"R21000075046"
13509392,"Southwestern Penthouse TRES | Sleeps 12",4069585,"Liz","Logan Square",41.9242705070207,-87.7002265294804,"Entire home/apt",683,2,132,"2023-12-14",1.39,6,242,13,"2469910"
13531342,"Private Room in Cozy Townhouse (Ida B. Wells)",35412645,"Aughty","Greater Grand Crossing",41.76769,-87.63009,"Private room",39,32,47,"2022-09-11",0.51,4,170,0,"City registration pending"
13621242,"*ENTIRE CITY HOUSE/PARKING - 3 MIN WALK TO TRAIN",25715675,"Joyce","Near West Side",41.88237,-87.69167,"Entire home/apt",101,3,439,"2024-03-11",4.68,10,200,62,"R24000113796"
13648548,"⭐️ Master Bedroom near Train, Grocery & Nightlife ⭐️",25668821,"Kam","Logan Square",41.918329,-87.688513,"Private room",42,2,139,"2024-03-14",1.52,14,19,8,"R22000080349"
13648600,"⭐️ Comfy Bedroom near Train, Grocery & Nightlife ⭐️",25668821,"Kam","Logan Square",41.9185,-87.68845,"Private room",37,2,173,"2024-03-08",1.9,14,14,8,"R22000080349"
13648645,"⭐️Garden Suite near Train, Grocery & Nightlife⭐️",25668821,"Kam","Logan Square",41.91836,-87.68852,"Private room",51,2,129,"2023-11-26",1.51,14,17,5,"R22000080349"
13656154,"Cozy Lincoln Park Apartment (free street parking!)",129881621,"Phoebe","Lincoln Park",41.9275489828295,-87.6675229091701,"Entire home/apt",95,2,242,"2024-03-09",2.75,2,255,36,"R17000014274"
13656318,"Florence Room - 3min to CTA, Free Parking, Roomy",22608682,"Ryan","East Garfield Park",41.88302,-87.7096,"Private room",42,1,423,"2024-03-13",4.59,13,314,42,"R24000113824"
13713501,"Private Bed and Bathroom in a Great Location",68529496,"Diana","West Town",41.89385,-87.68128,"Private room",78,1,276,"2024-03-18",2.98,1,222,41,"R17000015438"
